# Generated by Perl
# 2024-02-08

# Core
# 0,0

# Name: Core
# Name: Ukan (vi)

# Abbreviation: Core

# Milieu: M600

# Credits: Core sector was designed by Marc W. Miller and appears in Atlas of the Imperium (GDW, 1984).

# Source:    Traveller 5 Second Survey

# Subsector A: Apge
# Subsector B: Perite
# Subsector C: Ameros
# Subsector D: Shinkan
# Subsector E: Sanches
# Subsector F: Mekee
# Subsector G: Core
# Subsector H: Kaskii
# Subsector I: Bunkeria
# Subsector J: Cemplas
# Subsector K: Chant
# Subsector L: Dingtra
# Subsector M: Cadion
# Subsector N: Ch'naar
# Subsector O: Dunea
# Subsector P: Saregon

Sector	Subsector	Hex	Name	UWP	Bases	Remarks	Zone	PBG	Allegiance	Stars	{Ix}	(Ex)	[Cx]	Nobility	W	RU
Core	A	0103	Irkigkhan           	C9C46AB-7		Fl Ni                              		223		M2 V           				8	
Core	M	0138	Ziris               	A873234-9		Lo                                 		902		M2 V           				1	
Core	M	0139	Shardir Aagkuug     	B87A203-B		Lo Wa                              		713		M1 V M3 V      				7	
Core	M	0140	Aadkhien            	C100300-9		Lo Va                              		802		K0 V           				1	
Core	A	0202	Isheg Nuuruup       	B847577-A		Ag Ni                              		400		M2 V M7 V      				1	
Core	A	0203	Khaur Ga            	B434425-C		Ni                                 		600		K1 V           				9	
Core	A	0208	Gekshiiuun          	D527355-6		Lo                                 		223		F9 IV          				9	
Core	A	0210	Uras                	A79779B-B		Ag Pi                              		901		M2 V M7 V      				8	
Core	E	0212	Gir                 	B645449-9		Ni Pa                              		503		K6 V M7 V      				1	
Core	E	0216	Emuuis              	B422232-B		He Lo Po                           		104		M0 V M3 V      				1	
Core	E	0218	Darnii Kimi         	D878431-5		Ni Pa                              		814		M0 V           				8	
Core	E	0220	Inir                	D88A232-7		Lo Wa                              		303		G2 V           				7	
Core	I	0221	Kan                 	A789516-B		Ni Pr                              		405		G1 V           				1	
Core	I	0222	Arir Ash            	E310421-6		Ni                                 		905		G1 V           				1	
Core	I	0224	Lindbar             	E434001-6		                                   		503		M2 V           				1	
Core	I	0228	Ashder              	B565212-9		Lo                                 		320		M1 V           				1	
Core	M	0231	Giuum Gim           	E869244-5		Lo                                 		911		G1 V M8 V      				1	
Core	M	0234	Sishar              	B667678-9		Ag Ga Ni Ri                        		904		M2 V M8 V      				1	
Core	M	0236	Gasha Uusar         	D671453-6		He Ni                              		303		G9 V           				1	
Core	M	0240	Bur                 	B587204-9		Lo                                 		900		M2 V M7 V      				7	
Core	A	0302	Khaam               	B597213-8		Lo                                 		501		M1 V           				1	
Core	A	0304	Kuunaa              	B8B5131-A		Fl Lo                              		323		M0 V           				1	
Core	A	0305	Muudeshi            	A100976-C		Hi In Na Va                        		101		G1 V           				8	
Core	A	0306	Kiid                	C786214-8		Ga Lo                              		222		M1 V           				9	
Core	A	0307	Pasliir             	B574562-8		Ag Cy Ni                           		900		K0 V           				9	
Core	A	0308	Shar                	B688102-9		Lo                                 		614		M0 V           				1	
Core	A	0310	Mag                 	E888112-4		Lo                                 		602		K8 V M1 V      				1	
Core	E	0313	Maish Akush         	B432569-A		Ni Po Px                           		803		M2 V           				1	
Core	E	0314	Maarshigervlig      	B8A5620-9		Fl Ni                              		714		K6 V M5 V      				8	
Core	E	0315	Das                 	B685444-9		Ga Ni Pa                           		704		M1 V M3 V      				1	
Core	E	0316	Dudin               	D5288B8-A		Ph Pi                              		524		M3 V           				1	
Core	E	0319	Uurze               	B434137-C		Lo                                 		314		K7 V M2 V      				1	
Core	I	0322	Enluur              	B542141-B		He Lo Po                           		304		M1 V           				8	
Core	I	0324	Vliga               	B413330-A		Ic Lo                              		801		M3 V           				1	
Core	I	0325	Muuidimu            	B310733-B		Na Pi                              		603		M2 V           				1	
Core	I	0326	Dindma Eshgi        	B540210-A		De He Lo Po                        		104		M2 V M7 V      				1	
Core	I	0328	Baamlaa Maa         	B553311-A		Lo Po                              		111		M3 V           				1	
Core	M	0331	Guuriir             	E100331-7		Lo Va                              		124		K4 V M0 V      				9	
Core	M	0332	Mige Ris            	A655666-9		Ag Ga Ni                           		303		M2 V M9 V      				1	
Core	M	0334	Irka                	A999400-C		Ni                                 		623		M1 V M9 V M2 V 				1	
Core	M	0338	Kiimaa              	B887130-8		Ga Lo                              		600		K0 V M2 V      				1	
Core	A	0402	Apge                	A772757-E		He Pi                              		710		M2 V           				1	
Core	A	0403	Irli Un             	B000111-C		As Lo Va                           		904		M1 V           				9	
Core	A	0405	Dake Ag             	C674275-8		Lo                                 		914		K1 V M5 V      				8	
Core	A	0408	Arkag Ka            	B553768-A		Po                                 		302		M2 V M4 V      				1	
Core	A	0409	Gin                 	B994348-9		Lo                                 		802		M3 V           				1	
Core	A	0410	Daa                 	B779322-A		Lo                                 		302		G4 V M6 V      				1	
Core	E	0411	Kash                	D584204-6		Lo                                 		103		M0 V           				9	
Core	E	0414	Shiieniaand         	D561353-4		Lo                                 		113		M1 V           				7	
Core	E	0416	Sanches             	A6549BF-D		Hi                                 		613		M0 V           				1	
Core	E	0418	Shardi              	E433854-8		Na Ph Po                           		103		M2 V           				9	
Core	E	0420	Nirgem              	B6A7220-9		Fl Lo                              		704		K3 V M5 V      				9	
Core	I	0421	Murda               	A887338-C		Ga Lo                              		722		G8 V           				1	
Core	I	0423	Gig                 	B400442-C		Ni Va                              		100		K4 V           				1	
Core	I	0428	Irlu                	B5358B8-C		Ph                                 		613		K2 V M4 V      				9	
Core	I	0429	Diid                	C9B9315-9		Fl Lo                              		304		G4 V           				1	
Core	M	0431	Gizar Ik            	B634233-A		Lo                                 		904		K5 V           				1	
Core	M	0432	Khiieshirk          	B550767-A		De Po                              		705		K2 V M4 V      				9	
Core	M	0437	Uumaamuushgii       	B400668-A		Na Ni Va                           		805		M2 V           				1	
Core	M	0439	Indand              	B310003-B		                                   		603		M1 V M4 V      				1	
Core	M	0440	Ganshas             	A53A878-D		Ph Wa                              		303		G1 V M2 V      				6	
Core	A	0502	Niir                	B76A444-A		Ni Wa                              		120		M1 V M3 V      				1	
Core	A	0505	Emiigaap            	B430610-A		De Na Ni Po                        		524		M1 V           				1	
Core	E	0511	Gaadir              	D586552-8		Ag Ni Pr                           		812		G1 V           				1	
Core	E	0512	Arla Un             	C5137AC-7		Ic Na Pi                           		702		A5 IV K9 V     				1	
Core	E	0513	Kaman               	D772200-4		He Lo                              		803		K0 V           				1	
Core	E	0516	Rundan              	B76A7BE-8		Ri Wa                              		604		K0 V           				9	
Core	E	0517	Shiga Sha           	A726259-C		Lo                                 		402		M2 V           				1	
Core	E	0519	Zan                 	B100102-D		Lo Va                              		314		M5 III         				8	
Core	I	0522	Amkhiikhaki         	E562620-6		Ni Ri                              		524		G2 V           				1	
Core	I	0523	Uniimvlu            	B590255-A		De He Lo                           		103		K1 IV          				1	
Core	I	0526	Uumkhi              	B200120-B		Lo Va                              		121		M2 V           				9	
Core	I	0527	Urguu               	A557111-A		Lo                                 		915		G9 V M3 V      				9	
Core	I	0529	Iirkaa Gaasar       	B586653-9		Ag Ni Ri                           		612		M2 V M5 V      				1	
Core	I	0530	Mien Puuruu         	D433410-6		Ni Po                              		404		M2 V M4 V      				8	
Core	M	0531	Dauur               	B655554-9		Ag Ga Ni                           		300		K2 V M8 V      				8	
Core	M	0537	Lia                 	E65488B-8		Pa Ph                              		802		F4 V           				9	
Core	A	0603	Dashgad             	B540110-B		De He Lo Po                        		801		G1 V           				1	
Core	A	0606	Khuumiam            	C736776-8		                                   		211		M0 V           				1	
Core	E	0612	Khukhi              	B667865-8		Ga Pa Ph Ri                        		600		F3 V M7 V      				3	
Core	E	0619	Iggaar              	B758856-9		Pa Ph                              		615		K3 V           				9	
Core	I	0622	Uurgigi             	A647524-B		Ag Ni                              		304		M1 V           				1	
Core	I	0624	Giirud              	A100214-D		Lo Va                              		604		M1 V           				1	
Core	M	0635	Anemzaa             	B642587-9		He Ni Po                           		902		M1 V M1 V      				1	
Core	M	0637	Vlimas              	B796300-6		Lo                                 		303		M4 V           				1	
Core	A	0707	Maaruur             	E692057-6		He                                 		121		K8 V M1 V      				1	
Core	E	0713	Ruuni               	B433567-B		Ni Po Px                           		803		M2 V           				1	
Core	E	0714	Kiishad             	B6A7877-9		Fl Ph                              		121		K3 V M1 V      				9	
Core	E	0718	Uupig               	D797133-5		Lo                                 		405		K4 V           				1	
Core	I	0721	Shika               	D551455-6		Ni Po                              		401		M0 V M0 V      				1	
Core	I	0722	Kuuda I             	B561466-9		Ni                                 		902		M0 V           				5	
Core	I	0725	Khag                	B411100-B		Ic Lo                              		903		M8 II          				1	
Core	I	0727	Dral                	B728888-B		Ph Pi                              		112		G3 V M3 V      				1	
Core	M	0731	Zzugep              	B553A96-B		Hi Po                              		700		M1 V           				7	
Core	M	0734	Laari               	C797589-5		Ag Ni                              		830		 M3 V M3 V      				 	
Core	M	0735	Aapas Mi            	D584469-3		Ni Pa                              		404		M1 V           				1	
Core	M	0737	Shash               	B898543-7		Ag Ni                              		523		G1 V M3 V      				1	
Core	A	0806	Gaage               	A3125AA-D		Ic Ni                              		900		M2 V           				1	
Core	A	0808	Kikim               	D575267-3		Lo                                 		814		M0 V M6 V      				8	
Core	E	0811	Alekvadin           	B675986-C		Hi In                              		302		M3 V           				1	
Core	E	0812	Kakhu Gash          	A845762-A		Ag Cy Pi                           		614		G4 V M4 V      				9	
Core	E	0816	Keshi               	B792522-9		He Ni                              		112		K4 V M4 V      				1	
Core	E	0820	Iruukzi             	B776368-7		Lo                                 		600		K3 V M5 V      				1	
Core	I	0821	Lakhia              	A000344-D		As Lo Va                           		504		G6 V           				1	
Core	I	0822	Siirduu             	B540321-A		De He Lo Po                        		914		G9 V M9 V      				1	
Core	I	0827	Iirla               	B550442-B		De Ni Po                           		113		M2 V           				1	
Core	M	0831	Kuuki Zaa           	C549200-8		Lo                                 		814		K1 V M1 V      				1	
Core	M	0835	Laaze               	D438024-5		                                   		403		M0 V           				1	
Core	M	0839	Night               	A574953-D		Hi In                              		620		K8 V M4 V      				9	
Core	B	0901	Karnika             	B75599C-A		Ga Hi                              		802		G0 V           				9	
Core	B	0903	Dis                 	E000103-7		As Lo Va                           		213		K5 V           				1	
Core	B	0905	Shazeku             	B553AFF-C		Hi Po                              		200		M2 V M7 V      				1	
Core	B	0906	Muumuu              	B776558-A		Ag Ni                              		802		K7 V M3 V      				1	
Core	B	0907	Gish                	B778757-8		Ag Pi                              		530		G0 V M7 V      				1	
Core	B	0910	Gisid               	D567110-3		Lo                                 		505		K3 V M1 V      				1	
Core	F	0911	Kiked Iig           	C545311-8		Lo                                 		103		M3 V           				6	
Core	F	0915	Mupisar             	A577100-C		Lo                                 		713		M3 V           				1	
Core	F	0916	Irshiish            	B95A457-A		Ni Wa                              		401		G3 V           				5	
Core	F	0919	Marpi Ka            	C550005-8		De Po                              		404		M1 V           				8	
Core	J	0921	Umda                	E6A7512-6		Fl Ni                              		610		M2 V           				9	
Core	J	0922	Guba Ak             	A575101-D		Lo                                 		302		M1 V           				8	
Core	J	0929	Sheduu              	D649265-7		Lo Re                              		100		M3 V M6 V      				1	
Core	N	0931	Siniir Sa           	A599302-B		Lo                                 		914		G0 V           				1	
Core	N	0933	Kis                 	B88A212-A		Lo Wa                              		911		K2 V           				1	
Core	B	1002	Mishaar             	B540755-D		De He Pi Po                        		720		M2 V           				7	
Core	B	1008	Uusla               	B302313-C		Ic Lo Va                           		304		K3 V           				7	
Core	B	1009	Luumiiliiplen       	B536402-A		Ni                                 		313		K4 V           				9	
Core	F	1012	Uurmu Kuu           	B424202-C		Lo                                 		124		M0 V M2 V      				1	
Core	F	1016	Urshra              	B5618AB-B		Ph Ri                              		503		M3 V           				1	
Core	F	1019	Liga Ka             	B783100-A		Lo                                 		403		M1 V M1 V      				1	
Core	J	1022	Kaplir              	D573495-5		Ni                                 		613		G0 V           				7	
Core	J	1023	Irkkha              	B423514-A		Ni Po                              		200		M3 V           				1	
Core	J	1028	Miim                	C550440-7		De Ni Po                           		501		G3 V           				5	
Core	N	1033	Geam                	B556110-A		Lo                                 		104		M2 V M8 V      				9	
Core	N	1034	Gur                 	C533630-5		Na Ni Po                           		600		M2 V M9 V      				8	
Core	N	1035	Madalagaa           	B581443-9		Ni                                 		103		G2 V M1 V      				1	
Core	N	1037	Nuukhish            	D542200-6		He Lo Po                           		324		M1 V           				1	
Core	N	1038	Maur Na             	B558557-9		Ag Ni                              		814		M3 V           				1	
Core	N	1040	Davla               	B528113-B		Lo                                 		225		M1 V M7 V      				1	
Core	B	1101	Kiimi Di            	D420100-8		De He Lo Po                        		802		M2 V           				8	
Core	B	1102	Gipirkash           	B594200-9		Lo                                 		224		M1 V           				1	
Core	B	1104	Rae                 	E580679-5		De Ni Ri                           		323		G1 V M9 V      				1	
Core	B	1108	Uurruu E            	B7658DE-9		Ga Pa Ph Ri                        		314		M2 V           				1	
Core	B	1109	Uuruun Kuu          	C987110-6		Lo                                 		514		M0 V           				1	
Core	F	1112	Kish                	C310200-8		Lo                                 		422		M2 V M3 V      				1	
Core	F	1114	Adguu Uun           	A520761-A		Cy De He Na Pi Po                  		103		M1 V M3 V      				1	
Core	F	1116	Vlaagesh Iirki      	B783558-7		Ni Pr                              		100		K1 V M4 V      				1	
Core	F	1120	Shuunkha            	B540654-9		De He Ni Po                        		203		M2 V M2 V      				1	
Core	J	1123	Guuirk              	A100047-E		Va                                 		625		M2 V           				1	
Core	J	1124	Imkhasham           	A8AA520-D		Fl Ni                              		412		M1 V M4 V      				9	
Core	J	1125	Ishiira             	D652313-7		Lo Po                              		210		M1 V M3 V M9 V 				1	
Core	J	1129	Aruur               	C6A4211-7		Fl Lo                              		904		K3 V M2 V      				1	
Core	J	1130	Merkaakhu           	C79A301-A		Lo Wa                              		301		M3 V           				9	
Core	N	1134	Aursis              	A54578B-C		Ag Pi                              		800		K1 V           				1	
Core	N	1140	Kaamind             	BAF5587-9		Ni                                 		100		K0 V           				1	
Core	B	1202	Kargi               	B569568-A		Ni Pr                              		805		G8 V M3 V      				8	
Core	B	1204	Limashimii          	B547221-A		Lo                                 		902		M2 V           				7	
Core	B	1205	Miilapkhas          	B590648-8		De He Ni                           		104		K3 V           				9	
Core	F	1214	Guun                	E585223-6		Lo                                 		112		K4 V           				7	
Core	F	1219	Amed                	B310547-A		Ni                                 		420		G0 V M8 V      				7	
Core	F	1220	Aruu                	B100000-B		Di Va                              		204		M2 V           				8	
Core	J	1221	Shuukha Zuush       	BAD5257-8		Lo                                 		113		K6 V           				7	
Core	J	1222	Armi                	B5777B6-7		Ag Pi                              		613		G4 V           				1	
Core	J	1223	Muguu               	D556232-6		Lo                                 		830		K9 V M0 V      				1	
Core	J	1225	Irmi Khi            	E5416BA-5		He Ni Po                           		410		M0 V           				1	
Core	J	1226	Shanii Arduu        	A585200-B		Lo                                 		622		M0 V           				9	
Core	J	1228	Lishiruud           	B697644-7		Ag Ni                              		213		M1 V           				1	
Core	J	1229	Bais Si             	D554464-4		Ni Pa Re                           		313		M3 V M5 V      				1	
Core	N	1232	Diam Kani           	B430267-C		De Lo Po                           		422		K2 V           				7	
Core	N	1233	Laap                	A575221-A		Lo                                 		524		M0 V M2 V      				1	
Core	N	1236	Iipgiir             	B591312-B		He Lo                              		503		M1 V M4 V      				1	
Core	N	1237	Miikuu Ar           	E6A7514-6		Fl Ni                              		303		K0 V           				1	
Core	N	1239	Iirbasur            	B547799-9		Ag Pi                              		902		M0 V           				1	
Core	N	1240	Lam                 	C423100-8		Lo Po                              		414		K2 V M7 V      				1	
Core	B	1302	Uumaad Nurir        	B778212-9		Lo                                 		204		K0 V           				8	
Core	B	1307	Ashduuma            	C88A677-9		Ni Ri Wa                           		110		M0 V M1 V      				1	
Core	B	1308	Akpussagna          	D557302-4		Lo                                 		704		M4 V M9 V      				9	
Core	B	1309	Uuniluu             	B94A474-A		Ni Wa                              		501		M2 V M7 V M8 V 				1	
Core	F	1314	Mukirurguum         	B859214-A		Lo                                 		302		K2 V           				1	
Core	F	1316	Shiirand            	D85A664-5		Ni Wa                              		302		K7 V M5 V      				9	
Core	F	1317	Gipkikhar           	B203303-C		Ic Lo Va                           		512		K4 V M7 V      				1	
Core	F	1320	Adkaash             	B422133-A		He Lo Po                           		802		M1 V           				1	
Core	J	1321	Nuur                	B664447-7		Ni Pa                              		200		M2 V           				9	
Core	J	1322	Liper               	B675997-9		Hi In                              		723		M2 V           				8	
Core	J	1323	Kushur Naa          	A310311-D		Lo                                 		303		G3 V M8 V      				8	
Core	J	1328	Sar                 	B647638-A		Ag Ni                              		502		M0 V M2 V      				8	
Core	J	1330	Shidkar             	B685441-7		Ga Ni Pa                           		100		F3 V M7 V      				1	
Core	N	1334	Anshar              	BACA138-C		Fl Lo Oc                           		112		G5 V M0 V      				8	
Core	N	1335	Umkashuu            	B5549CA-B		Hi                                 		722		M2 V           				7	
Core	N	1336	Kuka                	EA97200-3		Lo                                 		603		M0 V M3 V      				6	
Core	N	1338	Rid                 	B695200-A		Lo                                 		102		M2 V           				9	
Core	B	1403	Gag                 	E896100-5		Lo                                 		221		G1 V           				9	
Core	B	1407	Imguu               	B200300-A		Lo Va                              		220		M1 V           				1	
Core	B	1410	Uurgin              	B310567-8		Ni                                 		703		M3 V           				1	
Core	F	1416	Imdi Mi             	B68A210-9		Lo Wa                              		204		M2 V M8 V      				1	
Core	F	1418	Kishdush            	C646214-7		Lo                                 		903		M1 V M3 V      				1	
Core	J	1421	Angar               	B436764-A		                                   		422		M0 V M0 V      				1	
Core	J	1422	Ashbikuu            	C7C2152-8		Fl He Lo                           		211		G7 V M1 V M8 V 				1	
Core	J	1424	Khusgurlu           	B652776-B		Po                                 		814		M1 V           				1	
Core	J	1428	Vlaarvla Akha       	A6565AE-A		Ag Ga Ni                           		300		K6 V M9 V M2 V 				7	
Core	J	1430	Uukzi Giish         	B100247-C		Lo Va                              		703		F1 V M1 V      				1	
Core	N	1431	Saar                	C594203-7		Lo                                 		803		M1 V           				6	
Core	N	1434	Diirmuu             	C755101-9		Ga Lo                              		403		M2 V           				1	
Core	N	1436	Arvlesaaish         	E6B1301-6		Fl He Lo                           		501		G3 V           				5	
Core	N	1437	Mishaa              	B9A8263-8		Fl Lo                              		613		M6 III         				7	
Core	N	1440	Minduun Sammad      	A58A557-D		Ni Pr Wa                           		303		M2 V           				1	
Core	B	1503	Zepdind Ir          	C536865-6		Ph                                 		704		M0 V           				1	
Core	B	1505	Kuum                	B667312-7		Ga Lo                              		314		K9 V           				8	
Core	B	1506	Kakaaguur           	C586466-6		Ni Pa                              		304		K3 V           				8	
Core	B	1508	Asmi                	D697211-4		Lo                                 		200		G5 V           				1	
Core	B	1510	Kinuu               	E310231-8		Lo                                 		103		M2 II          				1	
Core	F	1511	Aman Urk            	E545246-5		Lo                                 		823		M2 V M6 V      				1	
Core	F	1512	Ansham              	B8C3466-8		Fl Ni                              		904		M1 V           				1	
Core	F	1518	Uugnii              	A86A550-D		Ni Pr Wa                           		820		M4 V           				1	
Core	F	1519	Sher                	D9D4434-6		Ni                                 		203		M2 V M7 V      				1	
Core	J	1522	Gaashi Ash          	B7C2127-9		Fl He Lo                           		700		M0 V M1 V      				1	
Core	J	1523	Laus                	A596103-B		Lo                                 		513		M3 V M4 V      				1	
Core	J	1524	Shibashliim         	A626A88-D		Hi In                              		812		K4 V           				1	
Core	J	1526	Gikakhii            	E403305-7		Ic Lo Va                           		123		M1 V           				8	
Core	J	1529	Niin                	D310005-8		                                   		624		F8 V M5 V      				1	
Core	J	1530	Arvli Khaan         	B563121-A		Lo                                 		502		M1 V M6 V      				1	
Core	N	1531	Emsha I             	C433861-9		Cy Na Ph Po                        		813		K3 V M3 V      				8	
Core	N	1533	Zagi Uu             	B647511-7		Ag Ni                              		902		M0 V M3 V      				1	
Core	N	1534	Gid                 	A76A520-C		Ni Pr Wa                           		903		K1 V M6 V      				1	
Core	N	1536	Shueshlar           	C435598-8		Ni Px                              		902		M3 V M3 V      				1	
Core	N	1538	Uurme               	A543420-A		Ni Po                              		601		K0 V           				6	
Core	N	1539	Dimanaam            	A583323-C		Lo                                 		104		K6 V M1 V      				1	
Core	B	1605	Giiar E             	A546321-B		Lo                                 		700		K1 V           				1	
Core	B	1609	Sirma               	C424964-B		Hi In                              		302		K4 V M3 V      				1	
Core	B	1610	Nagan               	B645376-9		Lo                                 		103		M1 V           				1	
Core	F	1611	Shauug              	B964331-A		Lo                                 		714		K0 V           				1	
Core	F	1615	Marlakasi           	C779240-6		Lo                                 		404		M0 V           				1	
Core	F	1616	Vluurvlash          	E9B4300-4		Fl Lo                              		714		M2 V           				8	
Core	J	1622	Genkaaa             	C420537-A		De He Ni Po                        		501		M2 V M8 V M7 V 				1	
Core	J	1623	Aggaa Irpu          	A567434-8		Ni Pa                              		224		K4 V           				1	
Core	J	1625	Gakirvli            	B885558-8		Ag Ga Ni Pr                        		214		K4 IV          				1	
Core	J	1628	Amshakshe           	B63368A-9		Na Ni Po                           		704		M3 V           				8	
Core	J	1630	Kuusuu Uur          	B430201-C		De Lo Po                           		503		M1 V           				1	
Core	N	1633	Reshi Uun           	B300788-A		Na Pi Va                           		901		K4 III         				9	
Core	N	1635	Khasherliguu        	C627576-8		Ni                                 		414		K0 V           				8	
Core	N	1638	Malaaash            	E759587-4		Ni                                 		412		K2 V M2 V      				1	
Core	C	1701	Kama                	E99A468-7		Ni Wa                              		224		M1 V           				9	
Core	C	1702	Iski Kuu            	C563400-6		Ni                                 		902		M2 V           				1	
Core	C	1703	Irkhiide            	B645336-A		Lo                                 		300		M0 V           				8	
Core	C	1707	Erdi                	B686788-8		Ag Ga Ri                           		900		M1 V           				1	
Core	C	1708	Uunnagirluu         	B000696-A		As Na Ni Va                        		604		G2 V           				8	
Core	C	1710	Kherip Ag           	E000110-7		As Lo Va                           		311		M2 V M3 V      				1	
Core	G	1711	Kaakhe Mirir        	D100622-8		Na Ni Va                           		712		M0 V           				1	
Core	G	1713	Uushnem             	B9D4565-9		Ni                                 		514		M1 V           				8	
Core	G	1715	Irur Gir            	B581456-6		Ni                                 		312		K3 V M9 V      				1	
Core	G	1717	Kasdaga             	D9B7321-7		Fl Lo                              		924		M2 V           				1	
Core	K	1721	Duusikiim           	B565648-9		Ag Ni Ri                           		404		G0 V M4 V      				1	
Core	K	1724	Guurma Sa           	A675485-B		Ni Pa                              		324		M2 III         				1	
Core	K	1725	Angairkshak         	B545779-9		Ag Pi                              		203		M0 V           				1	
Core	K	1726	Demla               	B000567-B		As Ni Va                           		904		M1 V M2 V      				9	
Core	K	1727	Khirar              	B8B3233-B		Fl Lo                              		605		M0 II          				1	
Core	K	1730	Laik Girkki         	BAB5457-A		Fl Ni Px                           		404		M0 V M2 V      				8	
Core	O	1732	Maasaanin           	B758466-A		Ni Pa                              		704		M2 V M7 V      				1	
Core	O	1733	Riid                	B865301-A		Ga Lo                              		514		K3 V           				1	
Core	O	1736	Mished              	B420854-C		De He Na Ph Pi Po                  		900		M1 V M6 V      				8	
Core	O	1737	Irkhar Kirk         	B574434-9		Ni Pa                              		300		M2 V           				1	
Core	O	1738	Ginna               	C8A6104-9		Fl Lo                              		413		M1 V M6 V      				8	
Core	O	1739	Enshuuar            	B6A6568-9		Fl Ni                              		812		M2 V           				7	
Core	C	1801	Kind                	D551211-4		Lo Po                              		725		K2 V M4 V      				1	
Core	C	1808	Gamgiigela          	B100630-C		Na Ni Va                           		623		K2 V           				1	
Core	G	1812	Khiidkar            	B583646-A		Ni Ri                              		605		M2 V           				8	
Core	G	1813	Gaadvlu Ki          	D554687-4		Ag Ni                              		900		M1 V M2 V      				1	
Core	G	1815	Unrair              	B510248-8		Lo                                 		413		M3 V           				8	
Core	G	1819	Unkuu               	B505210-9		Ic Lo Va                           		900		M1 V           				1	
Core	K	1821	Shar                	A78A332-E		Lo Wa                              		502		M2 V M5 V      				1	
Core	K	1822	Anga Ke             	A200437-D		Ni Va                              		112		K2 V M3 V      				1	
Core	K	1823	Gerar Khashii       	E8B7101-6		Fl Lo                              		504		M3 V           				1	
Core	K	1824	Likamish            	E554100-5		Lo                                 		304		M2 V           				7	
Core	K	1825	Rarkan              	B5A2141-B		Fl He Lo                           		801		M3 V M9 V      				5	
Core	K	1829	Shis                	B311668-B		Ic Na Ni                           		613		G0 V           				1	
Core	O	1831	Irkgiur             	C663477-5		Ni                                 		225		M2 V M8 V      				1	
Core	O	1833	Shaaram             	D564503-6		Ag Ni Pr                           		704		M2 II          				1	
Core	O	1836	Khea                	B540956-C		De He Hi In Po                     		703		K1 V M0 V      				1	
Core	O	1837	Anlumir             	BA9A210-C		Lo Oc                              		900		G6 V           				1	
Core	O	1838	Iraddii             	D989532-5		Ni Pr                              		403		K0 V           				1	
Core	O	1839	Rili Aash           	B782435-9		Ni                                 		801		G5 V           				1	
Core	O	1840	Saruumdiiush        	E7436AD-4		Ni Po                              		900		M1 V           				1	
Core	C	1901	Zaniin              	B694559-9		Ag Ni                              		700		A3 V M7 V      				1	
Core	C	1902	Irbi                	B889246-A		Lo                                 		103		M2 V M9 V      				9	
Core	C	1909	Iiska Ashgi         	D433221-5		Lo Po                              		400		K5 V M4 V M3 V 				7	
Core	G	1912	Khamiila            	A430435-D		De Ni Po                           		112		M0 V           				1	
Core	G	1916	Irurk               	A544787-A		Ag Pi                              		314		M3 V           				9	
